代码,日期,股票名字,收盘价,涨幅%,成交额(万元),自由流通市值(万元),集合竞价成交额(万元),集合竞价涨幅%,首次涨停时间,最后涨停时间,连板数,涨停统计
603687.SH,20250918,大胜达,9.37,6.0,35509.72,259979.78856099996,51.2994,0.2262443438914019,,,,
603755.SH,20250918,日辰股份,29.76,5.98,17541.85,106771.511424,8.7358,0.35612535612536966,,,,
002843.SZ,20250918,泰嘉股份,25.16,5.98,118267.07,355754.187776,63.1484,0.0,,,,
603368.SH,20250918,柳药集团,20.03,5.98,78584.19,593160.6283300001,72.0423,-0.4761904761904745,,,,
603256.SH,20250918,宏和科技,40.1,5.97,186776.4,557477.55033,337.199,-0.7663847780126964,,,,
300450.SZ,20250918,先导智能,56.73,5.9,1291745.89,6024264.881541,6881.372624,-0.9520253873436579,,,,
301029.SZ,20250918,怡合达,33.02,5.87,141147.65,1093204.43284,297.5526,0.0,,,,
688593.SH,20250918,新相微,25.27,5.87,92954.71,600216.170953,243.9212,0.33514872224549297,,,,
688372.SH,20250918,伟测科技,81.99,5.81,117788.89,846612.6125669999,310.1671,1.21305974964514,,,,
603220.SH,20250918,中贝通信,24.79,5.8,165114.93,775923.7202829999,185.5656,0.0,,,,
301489.SZ,20250918,思泉新材,231.08,5.76,94276.92,1072671.996628,629.552,-1.3272311212814691,,,,
688350.SH,20250918,富淼科技,24.52,5.69,18132.07,138789.119128,4.212,0.8620689655172376,,,,
300467.SZ,20250918,迅游科技,27.1,5.61,92717.73,435769.98914,353.4272,0.3897116134060852,,,,
000705.SZ,20250918,浙江震元,9.8,5.6,47737.92,245720.53226000004,176.7192,1.0775862068965747,,,,
603332.SH,20250918,苏州龙杰,14.74,5.59,36478.35,127421.72533200002,14.5288,0.07163323782235498,,,,
603370.SH,20250918,华新精科,55.8,5.58,79779.46,191301.47801999998,206.4166,-0.8703878902554418,,,,
603726.SH,20250918,朗迪集团,20.45,5.58,37774.98,169650.79508,13.1716,0.0,,,,
301607.SZ,20250918,富特科技,39.89,5.56,67390.3,321099.158306,50.1026,-1.0584810796506972,,,,
002320.SZ,20250918,海峡股份,9.35,5.53,103139.28,566798.76341,255.068232,0.22573363431153126,,,,
300767.SZ,20250918,震安科技,23.7,5.52,75413.57,421576.89164999995,352.8,0.17809439002671734,,,,
688178.SH,20250918,万德斯,28.31,5.52,10689.97,115673.901292,20.6244,0.4845322400298224,,,,
002715.SZ,20250918,登云股份,25.07,5.51,29305.03,224848.307372,73.036,-0.8417508417508546,,,,
688239.SH,20250918,航宇科技,39.34,5.47,45477.15,573735.26812,9.8293,-0.2951742627345766,,,,
600183.SH,20250918,生益科技,56.39,5.4,380165.5,6679282.505717999,1383.732,0.09345794392523477,,,,
688135.SH,20250918,利扬芯片,35.45,5.38,186471.92,488855.02142500004,6254.8577,6.747919143876335,,,,
301168.SZ,20250918,通灵股份,42.55,5.37,25881.95,209809.3695,76.6887,1.5601783060921193,,,,
002709.SZ,20250918,天赐材料,31.27,5.36,616659.87,3604752.512921,2373.8732760000003,-1.212938005390829,,,,
301260.SZ,20250918,格力博,23.0,5.31,59770.97,261383.27,51.9267,0.3205128205128194,,,,
603013.SH,20250918,亚普股份,29.0,5.3,63713.22,310819.8656,1350.1058,8.315177923021055,,,,
601138.SH,20250918,工业富联,64.36,5.3,2029201.2,21459760.842104003,12289.1748,-2.8304973821989488,,,,
603222.SH,20250918,济民健康,13.92,5.3,137054.46,450643.4004,420.0698,-1.13464447806354,,,,
601890.SH,20250918,亚星锚链,9.97,5.28,86413.57,615038.564304,53.675,0.31678986272438703,,,,
300091.SZ,20250918,金通灵,3.23,5.21,51372.84,321673.735837,69.8292,-0.32573289902279035,,,,
688306.SH,20250918,均普智能,14.95,5.21,179096.17,703651.125255,626.9479,1.6889514426460028,,,,
000938.SZ,20250918,紫光股份,30.94,5.2,957153.69,5397793.495276,1311.730288,0.2380142808568575,,,,
601965.SH,20250918,中国汽研,19.04,5.19,74954.41,702888.444496,877.149,4.41988950276242,,,,
000661.SZ,20250918,长春高新,130.31,5.19,302430.21,3789067.1198890004,1264.52,1.065547303842429,,,,
605003.SH,20250918,众望布艺,25.05,5.16,10335.35,73435.08701999999,4.0494,0.0,,,,
688392.SH,20250918,骄成超声,90.97,5.16,45920.4,584796.815163,56.1079,-0.2658652178938903,,,,
688775.SH,20250918,影石创新,328.04,5.11,179851.02,1000573.469476,358.5025,-0.4806459882081504,,,,
002305.SZ,20250918,*ST南置,2.47,5.11,35569.67,254879.54181300002,6030.1184,3.8297872340425476,,,,
605289.SH,20250918,罗曼股份,63.01,5.1,76974.85,335988.223,639.133,-0.08340283569642226,,,,
000823.SZ,20250918,超声电子,14.44,5.09,97226.51,538960.674016,219.5162,-0.5822416302765698,,,,
002897.SZ,20250918,意华股份,48.5,5.09,155352.33,524852.05715,160.0452,-0.3466955579631614,,,,
002031.SZ,20250918,巨轮智能,9.51,5.08,582169.34,1683856.758441,625.6544,-0.44198895027625085,,,,
688373.SH,20250918,盟科药业-U,8.29,5.07,34110.89,309474.521389,1.0231,-0.25348542458808465,,,,
002916.SZ,20250918,深南电路,197.47,5.07,300232.47,4710278.785667,727.389,-0.7661612130885898,,,,
835207.BJ,20250918,众诚科技,27.86,5.05,16892.94,105151.16219999999,8.558369,0.9426847662141746,,,,
002632.SZ,20250918,道明光学,10.84,5.04,77169.4,288167.631032,123.8567,0.09689922480620172,,,,
002472.SZ,20250918,双环传动,50.89,5.04,503059.1,3262392.217427,4120.308,0.3095975232198178,,,,
002058.SZ,20250918,*ST威尔,28.25,5.02,19898.1,214564.18812500002,1723.562,3.011152416356877,,,,
002033.SZ,20250918,丽江股份,9.85,5.01,72512.2,296447.12281000003,545.9103,-1.1727078891258125,,,,
002868.SZ,20250918,*ST绿康,26.25,5.0,901.16,156807.658875,215.5125,5.000000000000004,,,,
000691.SZ,20250918,*ST亚太,9.04,4.99,374.93,248336.94051999997,84.2528,4.994192799070851,,,,
603389.SH,20250918,*ST亚振,28.82,4.99,9393.36,144404.72538800002,1369.1316,4.9908925318761455,,,,
002918.SZ,20250918,蒙娜丽莎,16.01,4.98,26996.88,222490.25755500002,65.2456,0.19672131147541183,,,,
603261.SH,20250918,*ST立航,21.93,4.98,800.23,57785.238593999995,129.1677,4.978458592628043,,,,
603843.SH,20250918,*ST正平,4.43,4.98,983.62,219468.712986,261.2282,4.976303317535535,,,,
603398.SH,20250918,*ST沐邦,7.19,4.96,27403.96,192849.86795400002,535.993,1.751824817518255,,,,
002215.SZ,20250918,诺 普 信,13.33,4.96,86529.0,842371.713077,110.49,0.0,,,,
002289.SZ,20250918,*ST宇顺,38.55,4.96,18749.58,647189.4661499999,263.9424,1.497413558399141,,,,
600289.SH,20250918,ST信通,6.57,4.95,9714.32,255942.75105900003,614.8863,4.952076677316297,,,,
000721.SZ,20250918,西安饮食,10.83,4.94,113406.05,358687.88885999995,214.4408,-0.387596899224818,,,,
301307.SZ,20250918,美利信,41.0,4.86,126861.11,397789.95399999997,1295.8492,1.2276214833759402,,,,
688553.SH,20250918,汇宇制药-W,25.71,4.85,47642.7,634724.296983,35.5444,1.060358890701485,,,,
688549.SH,20250918,中巨芯-U,9.95,4.85,141607.99,506772.40499999997,1685.3364,-0.10537407797681642,,,,
300277.SZ,20250918,海联讯,16.55,4.81,94623.71,396352.88163,333.226288,-0.18999366687776353,,,,
300642.SZ,20250918,透景生命,25.73,4.81,50810.91,296816.509658,100.282,0.6109979633401208,,,,
600530.SH,20250918,交大昂立,7.7,4.76,17114.23,262831.05387,23.9525,0.2721088435374108,,,,
603138.SH,20250918,海量数据,17.43,4.75,65169.05,270149.203191,32.634,0.060096153846145306,,,,
603099.SH,20250918,长白山,51.67,4.74,99239.91,558743.56898,233.3309,0.0,,,,
002245.SZ,20250918,蔚蓝锂芯,20.43,4.72,594180.76,1914730.099947,11506.4,2.5115325474115657,,,,
002371.SZ,20250918,北方华创,407.7,4.7,740083.25,15193781.666639999,2528.54812,0.6137805285189701,,,,
300135.SZ,20250918,宝利国际,4.68,4.7,60443.72,283022.004096,70.5828,0.4474272930648837,,,,
300850.SZ,20250918,新强联,38.3,4.67,152363.14,966196.2524599999,161.7492,-0.4372779447936681,,,,
300897.SZ,20250918,山科智能,30.74,4.66,20329.95,147934.571596,18.8032,0.03404834865508022,,,,
301008.SZ,20250918,宏昌科技,43.89,4.62,116674.51,241293.324426,2354.969056,4.219308700834312,,,,
002542.SZ,20250918,中化岩土,4.1,4.59,92707.85,421296.81651,558.4996,1.2755102040816313,,,,
002549.SZ,20250918,凯美特气,18.87,4.54,402235.67,1186135.239771,10653.832,0.0,,,,
001326.SZ,20250918,联域股份,42.7,4.53,18279.8,89459.80498000002,77.8134,-0.26927784577722713,,,,
831641.BJ,20250918,格利尔,21.73,4.52,16378.16,61575.14931,99.1608,0.6253006253006399,,,,
688195.SH,20250918,腾景科技,114.96,4.51,171319.6,970572.792,992.5464,0.727272727272732,,,,
301297.SZ,20250918,富乐德,42.0,4.48,80343.8,591249.12,216.1146,-0.07462686567164534,,,,
688084.SH,20250918,晶品特装,87.65,4.46,31044.88,309628.980415,20.0985,-0.48838040757953616,,,,
300885.SZ,20250918,海昌新材,27.23,4.41,85106.21,241281.69432500002,401.926,1.9938650306748684,,,,
839946.BJ,20250918,华阳变速,11.45,4.38,31529.48,88258.002625,18.329204999999998,-0.1823154056517895,,,,
002008.SZ,20250918,大族激光,41.71,4.35,405690.44,3215302.236101,4652.3628,0.1000750562922148,,,,
600172.SH,20250918,黄河旋风,5.06,4.33,99014.62,479485.3793839999,81.0724,-0.6185567010309145,,,,
688221.SH,20250918,前沿生物-U,15.54,4.3,62564.99,343005.33376199997,510.6871,3.3557046979865834,,,,
688691.SH,20250918,灿芯股份,75.34,4.29,91358.25,538417.38534,412.3471,-0.19379844961240345,,,,
688036.SH,20250918,传音控股,93.0,4.25,199208.47,4053532.9959000004,410.5012,0.011209505660803032,,,,
688093.SH,20250918,世华科技,42.8,4.21,37471.22,316547.27203999995,170.8099,-0.9739469198928652,,,,
603168.SH,20250918,莎普爱思,8.67,4.21,32066.46,179189.562432,46.3411,-0.36057692307693845,,,,
832662.BJ,20250918,方盛股份,36.99,4.17,20407.18,90923.961213,38.476259999999996,-0.30977189524077353,,,,
002544.SZ,20250918,普天科技,28.03,4.16,134493.88,1116249.097539,175.062,-0.22296544035673715,,,,
000034.SZ,20250918,神州数码,45.34,4.16,403022.11,2552179.495728,533.4192,0.11486331265793126,,,,
000628.SZ,20250918,高新发展,54.08,4.14,127357.64,894030.46928,148.434,-0.057770075101104545,,,,
001400.SZ,20250918,江顺科技,81.24,4.13,36447.69,121859.99999999999,123.392,-1.153550371699552,,,,
300041.SZ,20250918,回天新材,11.45,4.09,67776.69,529462.96286,31.02,0.0,,,,
600114.SH,20250918,东睦股份,34.87,4.09,258499.87,1638322.529107,4213.65,4.477611940298498,,,,
000880.SZ,20250918,潍柴重机,48.21,4.06,151345.2,781783.0020000001,811.3386,0.9928771854090135,,,,
688981.SH,20250918,中芯国际,122.15,4.05,2349527.86,21982524.10641,16694.3891,2.2063208109719845,,,,
688720.SH,20250918,艾森股份,48.88,4.04,39977.33,270221.622528,151.1149,1.7454235845040467,,,,
300122.SZ,20250918,智飞生物,22.66,4.04,212006.78,2474501.1702179997,1295.8738,2.662993572084482,,,,
301191.SZ,20250918,菲菱科思,115.07,4.03,96524.72,302878.439638,269.8884,0.0,,,,
603306.SH,20250918,华懋科技,51.79,4.02,110226.75,1199577.1432059999,177.7503,0.0,,,,
688279.SH,20250918,峰岹科技,274.0,3.98,156663.86,1158550.9119999998,993.5143,-2.8157255616271804,,,,
603322.SH,20250918,超讯通信,41.33,3.97,94215.03,471516.218765,30.6537,0.15094339622641062,,,,
688300.SH,20250918,联瑞新材,56.6,3.95,64401.31,534505.0432,47.7747,0.09182736455464191,,,,
605287.SH,20250918,德才股份,21.4,3.93,11408.22,140938.13801999998,96.408,0.04856726566295766,,,,
688381.SH,20250918,帝奥微,27.99,3.9,48850.75,526901.6736,157.2507,1.3363028953229383,,,,
688433.SH,20250918,华曙高科,59.5,3.89,40715.53,572354.2167,449.1371,-1.8159594901344667,,,,
605488.SH,20250918,福莱新材,37.15,3.89,123674.96,466743.182475,677.302,1.2304250559284302,,,,
301456.SZ,20250918,盘古智能,29.41,3.89,25824.03,143569.200037,36.8765,-0.565171317555635,,,,
002010.SZ,20250918,传化智联,6.69,3.88,111404.77,774102.7238490001,207.6256,0.0,,,,
600653.SH,20250918,申华控股,2.41,3.88,54005.88,344747.032492,57.519,-0.4310344827586077,,,,
834058.BJ,20250918,华洋赛车,42.6,3.88,18397.74,59673.61992,57.780671999999996,-1.3899049012435993,,,,
603165.SH,20250918,荣晟环保,15.32,3.86,29237.88,201719.866292,188.1,1.6949152542372836,,,,
002436.SZ,20250918,兴森科技,23.24,3.84,506307.64,3368412.846232,1762.5408,0.044682752457547714,,,,
605188.SH,20250918,国光连锁,18.95,3.84,52860.52,159414.09313999998,252.0765,-0.9863013698630074,,,,
688356.SH,20250918,键凯科技,103.81,3.82,26766.97,315012.088622,6.0516,0.8700870087008816,,,,
300456.SZ,20250918,赛微电子,26.18,3.81,335026.48,1297105.635364,1335.5738,-0.11895321173670537,,,,
600860.SH,20250918,京城股份,12.87,3.79,64586.1,252935.314632,90.6448,0.9677419354838568,,,,
301197.SZ,20250918,工大科雅,20.47,3.75,19550.14,142446.636,48.5358,0.0,,,,
002409.SZ,20250918,雅克科技,64.33,3.74,227004.75,1711528.193221,397.8687,0.09675858732463016,,,,
688006.SH,20250918,杭可科技,36.99,3.73,106359.83,749134.700226,454.6156,-0.16825574873806648,,,,
603124.SH,20250918,江南新材,93.31,3.72,37152.13,267216.568486,75.5214,0.0,,,,
300726.SZ,20250918,宏达电子,39.97,3.71,99382.21,510975.860465,197.2998,-0.20757654385054058,,,,
002374.SZ,20250918,中锐股份,3.1,3.68,40899.78,273261.31224,83.85,0.33444816053511683,,,,
002080.SZ,20250918,中材科技,37.81,3.67,187695.22,2522868.3933800003,639.72,-1.2887304633945718,,,,
603813.SH,20250918,*ST原尚,22.8,3.64,3541.89,83931.36,11.0925,-1.1363636363636354,,,,
603058.SH,20250918,永吉股份,9.69,3.64,47923.36,220083.661818,53.58,0.5347593582887722,,,,
603380.SH,20250918,易德龙,51.92,3.63,34761.31,363380.292,107.2354,0.019960079840308786,,,,
833455.BJ,20250918,汇隆活塞,11.16,3.62,6201.17,59571.999648,4.84561,0.09285051067779992,,,,
002356.SZ,20250918,赫美集团,3.72,3.62,38140.8,362971.917864,21.5516,-0.278551532033422,,,,
002344.SZ,20250918,海宁皮城,4.88,3.61,51757.01,293937.0522,137.532,0.0,,,,
002294.SZ,20250918,信立泰,54.5,3.59,53062.71,2527821.2018,75.0543,1.178483178103007,,,,
688685.SH,20250918,迈信林,64.02,3.59,48275.56,588589.598388,21.5002,-0.00016181229772760375,,,,
688244.SH,20250918,永信至诚,25.33,3.56,17017.53,151380.646606,39.4633,0.5723630417007408,,,,
301182.SZ,20250918,凯旺科技,39.05,3.55,25794.59,182321.326,165.68,0.7690267833465825,,,,
600833.SH,20250918,第一医药,14.58,3.55,26931.74,179059.33175399998,17.2142,0.21306818181818787,,,,
300539.SZ,20250918,横河精密,42.78,3.53,149844.99,384498.913932,1918.713148,-2.1781219748305825,,,,
002837.SZ,20250918,英维克,78.08,3.53,756694.32,4404066.545664,4188.0552,-0.8750994431185322,,,,
300629.SZ,20250918,新劲刚,20.58,3.52,40145.11,397836.51583199995,102.883,0.1006036217303885,,,,
000682.SZ,20250918,东方电子,11.78,3.51,69573.0,924649.5437779999,135.564,0.5272407732864526,,,,
300195.SZ,20250918,长荣股份,8.56,3.51,46283.73,250301.44573600002,156.3955,0.96735187424426,,,,
002536.SZ,20250918,飞龙股份,27.76,3.5,247722.88,969103.59872,713.687,-0.6338553318419149,,,,
871478.BJ,20250918,巨能股份,32.61,3.46,16749.24,75003.0,44.719359999999995,-0.5076142131979711,,,,
688668.SH,20250918,鼎通科技,113.39,3.46,99405.66,854013.079143,482.1336,-1.4598540145985384,,,,
688448.SH,20250918,磁谷科技,46.81,3.45,22283.61,162759.952178,119.3248,-0.9944751381215533,,,,
600228.SH,20250918,*ST返利,5.71,3.44,13433.78,165876.272563,359.5752,1.0869565217391353,,,,
688141.SH,20250918,杰华特,51.8,3.43,122437.84,1367241.3988799998,394.355,-0.15974440894568342,,,,
002269.SZ,20250918,美邦服饰,3.02,3.42,226949.25,488118.565582,2304.1837,2.3972602739726234,,,,
300547.SZ,20250918,川环科技,46.0,3.42,138994.48,707197.9003999999,184.756,-0.6294964028776828,,,,
300815.SZ,20250918,玉禾田,29.16,3.4,126031.95,532330.936956,538.5444,-0.6382978723404209,,,,
000718.SZ,20250918,苏宁环球,3.36,3.38,169566.48,506198.13249600003,2065.3633,1.2307692307692353,,,,
300805.SZ,20250918,电声股份,13.5,3.29,40313.85,237373.7778,76.44,-0.5355776587605221,,,,
002581.SZ,20250918,ST未名,8.88,3.26,16175.55,290347.90456800006,198.5375,1.744186046511631,,,,
301017.SZ,20250918,漱玉平民,12.07,3.25,19240.46,117963.810662,10.4041,0.0,,,,
002139.SZ,20250918,拓邦股份,16.27,3.24,226898.48,1656298.633655,869.9588,0.9517766497461944,,,,
002156.SZ,20250918,通富微电,34.84,3.23,704847.77,3882011.8812800003,1734.2512,0.0296296296296239,,,,
601689.SH,20250918,拓普集团,81.55,3.23,995448.93,5896074.0602049995,13554.5774,3.417721518987338,,,,
300054.SZ,20250918,鼎龙股份,33.0,3.22,159467.9,2196115.0497,419.4756,0.312793243665932,,,,
600537.SH,20250918,亿晶光电,4.5,3.21,173630.03,487671.7581,5321.3537,4.816513761467878,,,,
002277.SZ,20250918,友阿股份,7.42,3.2,88943.39,703211.25252,185.537662,-0.13908205841447474,,,,
603871.SH,20250918,嘉友国际,12.93,3.19,39275.32,717010.74231,19.7694,0.23942537909018569,,,,
688498.SH,20250918,源杰科技,390.11,3.18,170146.52,2346483.210981,918.9099,0.0,,,,
688531.SH,20250918,日联科技,59.78,3.18,43630.44,639429.7996520001,38.6144,-0.051777701070077065,,,,
300120.SZ,20250918,经纬辉开,9.8,3.16,66952.6,475632.77762,66.4092,-0.42105263157893313,,,,
834014.BJ,20250918,特瑞斯,14.78,3.14,8252.09,70461.665046,0.287,0.13956734124214165,,,,
601231.SH,20250918,环旭电子,19.44,3.13,76862.82,961396.778592,200.411,-0.6366047745358094,,,,
600841.SH,20250918,动力新科,6.92,3.13,26154.87,226913.31172,35.3998,0.29806259314457684,,,,
000503.SZ,20250918,国新健康,10.57,3.12,61009.78,760415.206243,36.5518,-0.39024390243901363,,,,
300435.SZ,20250918,中泰股份,19.85,3.12,82794.52,480473.8155,700.729,2.3376623376623273,,,,
430476.BJ,20250918,海能技术,28.92,3.1,18954.53,186186.91083600002,13.129920000000002,0.5347593582887722,,,,
300701.SZ,20250918,森霸传感,14.97,3.1,63174.09,204432.60591900002,845.1664,-1.377410468319551,,,,
300047.SZ,20250918,天源迪科,17.67,3.09,184889.45,946859.8455660001,2352.114044,1.9836639439906545,,,,
688652.SH,20250918,京仪装备,79.69,3.09,69550.59,757432.356057,202.5338,-1.0349288486416475,,,,
002429.SZ,20250918,兆驰股份,6.68,3.09,190609.93,1391867.372388,1419.1759,2.9320987654321007,,,,
300976.SZ,20250918,达瑞电子,65.87,3.08,44329.25,304301.911515,38.4,0.15649452269170805,,,,
688120.SH,20250918,华海清科,129.82,3.03,237494.3,2779496.6480519995,442.0764,-0.015873015873013596,,,,
301319.SZ,20250918,唯特偶,35.82,3.02,31595.76,167502.76993799998,38.747011,0.11504170261720237,,,,
002579.SZ,20250918,中京电子,13.32,3.02,113001.22,554413.335696,253.5635,0.30935808197989356,,,,
688409.SH,20250918,富创精密,63.76,3.0,80165.19,938118.452256,169.4159,-0.3231017770597644,,,,
300093.SZ,20250918,*ST金刚,14.4,3.0,12707.99,233404.95456,41.877,0.8583690987124415,,,,
831526.BJ,20250918,凯华材料,31.13,2.98,8579.88,79186.83477100001,3.224104,-0.23155805491233972,,,,
688011.SH,20250918,新光光电,44.35,2.95,21013.87,211334.593205,9.4001,-0.9976787372330542,,,,
688543.SH,20250918,国科军工,49.82,2.93,43717.09,577722.8234959999,62.1395,-0.16528925619834212,,,,
603511.SH,20250918,爱慕股份,16.53,2.93,14914.69,93088.92642,107.04,-0.37359900373598043,,,,
003043.SZ,20250918,华亚智能,52.52,2.92,21339.63,308928.21762400004,137.7,-0.05878894767783471,,,,
600119.SH,20250918,长江投资,8.52,2.9,27522.92,168569.57086799998,37.1518,0.6038647342995196,,,,
300986.SZ,20250918,志特新材,12.12,2.89,25630.73,281320.164564,54.188,0.0,,,,
000014.SZ,20250918,沙河股份,16.77,2.88,35912.35,267833.928258,352.57024,0.7361963190184007,,,,
000061.SZ,20250918,农 产 品,9.34,2.86,58968.79,571046.071042,102.0807,0.11013215859030367,,,,
603286.SH,20250918,日盈电子,40.68,2.86,99430.66,299770.232508,517.4339,1.9721871049304784,,,,
002708.SZ,20250918,光洋股份,13.32,2.86,105934.85,476012.728116,280.996282,1.776061776061777,,,,
002224.SZ,20250918,三 力 士,4.68,2.86,38275.48,305564.867712,15.5268,-0.219780219780219,,,,
000950.SZ,20250918,重药控股,5.4,2.86,27812.66,421734.32622,91.787,0.19047619047618536,,,,
600789.SH,20250918,鲁抗医药,10.1,2.85,64611.51,691511.5540499999,61.2048,0.20366598778003286,,,,
688019.SH,20250918,安集科技,190.96,2.85,124823.24,2230413.582936,536.163,-1.007163246620335,,,,
600754.SH,20250918,锦江酒店,24.95,2.84,98996.51,1060767.2090099999,359.168,0.577081615828523,,,,
688333.SH,20250918,铂力特,80.4,2.83,110145.08,1569244.77192,216.7916,0.07673615551861968,,,,
688266.SH,20250918,泽璟制药-U,108.09,2.83,56678.48,1873991.470059,355.7016,-0.057077625570778334,,,,
603767.SH,20250918,中马传动,30.63,2.82,103470.58,320761.9545,270.9212,-1.0406176569318526,,,,
002205.SZ,20250918,国统股份,13.51,2.82,13417.9,175230.249908,35.8768,0.3805175038051667,,,,
002518.SZ,20250918,科士达,39.44,2.79,139726.89,881895.4223039999,183.552,0.07818608287724071,,,,
002685.SZ,20250918,华东重机,8.5,2.78,81183.23,665908.8394,131.7348,0.12091898428052694,,,,
601598.SH,20250918,中国外运,6.7,2.76,42343.98,757086.3353500001,105.8794,-0.9202453987730008,,,,
601880.SH,20250918,辽港股份,1.87,2.75,84946.69,981358.021633,290.7086,0.0,,,,
300199.SZ,20250918,翰宇药业,24.82,2.73,229465.63,1737027.7347479998,280.434,0.4966887417218624,,,,
003007.SZ,20250918,直真科技,36.5,2.73,23142.07,143872.08285,20.8978,-0.3095975232198178,,,,
600735.SH,20250918,新华锦,6.84,2.7,60369.77,164104.9209,1132.8918,1.6516516516516422,,,,
002394.SZ,20250918,联发股份,11.44,2.69,39289.75,220050.122864,1533.261345,3.6804308797127483,,,,
002281.SZ,20250918,光迅科技,69.16,2.69,567185.61,3258809.821904,1553.41125,0.22271714922050823,,,,
600501.SH,20250918,航天晨光,25.28,2.68,47043.16,586264.505984,92.5518,-0.8123476848091005,,,,
002989.SZ,20250918,中天精装,38.01,2.67,34596.7,346560.808419,30.09272,0.10804970286331095,,,,
688088.SH,20250918,虹软科技,61.31,2.66,113455.1,1452217.892608,303.1012,1.3898191560616224,,,,
002232.SZ,20250918,启明信息,22.39,2.66,103257.25,405054.650948,148.308,0.0,,,,
603949.SH,20250918,雪龙集团,22.82,2.65,34938.16,135074.31383600002,305.14,-1.0346378767431386,,,,
834765.BJ,20250918,美之高,25.15,2.65,10995.36,68825.47239499999,47.088632000000004,-0.897959183673469,,,,
002226.SZ,20250918,江南化工,6.58,2.65,82103.49,712905.5486140001,178.6044,0.15600624024960652,,,,
603201.SH,20250918,常润股份,19.8,2.64,25750.41,116567.9262,51.9708,0.15552099533437946,,,,
833533.BJ,20250918,骏创科技,40.82,2.64,68782.43,206081.762016,378.856514,3.243650993210956,,,,
603159.SH,20250918,上海亚虹,24.5,2.64,13128.8,151657.45,22.2735,0.33514872224549297,,,,
